1,12,2
24,17,3
0,67,2
7,15,3
3,17,2
12,10,0
38,1,2
3,20,2
33,41,0
4,17,0
11,19,2
0,6,0
7,22,2
9,4,0
3,20,4
1,7,0
0,25,2
15,24,2
6,11,2
7,37,0
4,10,3
17,11,3
2,13,1
4,7,2
10,6,1
3,16,2
0,26,0
5,21,0
1,20,2
10,35,0
8,20,0
9,4,2
6,13,0
26,15,5
5,16,0
11,43,0
8,39,0
1,9,0
8,6,0
6,92,3
6,18,0
5,22,0
4,27,2
20,11,2
16,14,3
11,33,6
9,43,0
16,27,0
20,22,1
34,17,8
7,20,2
4,52,6
5,24,6
45,31,0
12,30,2
3,12,4
10,33,3
12,20,0
23,25,0
19,8,4
5,8,2
6,15,1
33,45,0
5,37,4
17,42,0
7,15,0
4,18,1
10,45,1
32,40,2
1,5,3
7,9,0
7,19,2
11,16,3
6,11,1
0,2,4
17,10,2
3,15,6
16,5,5
7,14,0
15,19,0
1,9,0
6,10,1
7,5,0
0,14,4
7,11,2
12,90,0
15,3,0
6,14,2
33,14,0
3,44,0
9,12,0
3,10,1
20,28,4
8,13,0
2,24,2
22,9,0
28,4,2
14,4,7
0,11,4
5,99,2
4,16,0
12,14,1
17,26,1
8,4,0
3,14,6
10,4,0
8,13,2
9,28,2
5,15,0
15,9,2
8,10,0
9,15,0
9,8,1
11,45,1
9,24,1
14,8,0
0,20,1
15,14,0
15,6,4
7,29,1
0,74,2
4,22,0
0,20,0
7,3,0
17,21,7
11,6,2
5,14,3
4,41,2
3,16,0
13,8,0
4,19,0
4,53,0
21,31,0
7,9,2
14,37,1
8,2,0
16,15,3
6,45,2
4,4,1
17,33,0
7,1,1
3,27,1
5,15,0
6,35,0
5,3,2
7,13,0
32,8,2
3,51,1
9,5,0
3,19,0
3,10,0
9,18,0
14,26,2
2,20,2
11,10,0
2,27,2
11,8,2
10,39,1
15,14,0
3,16,4
3,6,2
3,3,2
9,27,4
7,24,2
1,3,2
0,11,3
1,33,0
6,24,0
3,11,0
15,5,0
1,25,1
10,13,0
7,23,3
24,27,0
12,16,1
7,23,2
2,4,0
6,41,3
5,29,0
3,6,3
9,28,0
3,12,0
50,6,0
3,10,0
14,21,2
9,11,0
13,12,5
39,21,1
52,6,0
5,0,0
6,16,2
11,16,0
1,31,2
6,21,2
68,51,0
6,31,2
13,6,0
2,49,0
2,54,1
27,15,3
16,14,2
22,5,0
10,2,5
9,34,3
7,19,0
8,10,4
9,23,0
14,15,2
4,11,0
5,9,2
4,21,0
5,14,0
7,35,0
29,14,0
1,33,0
14,11,0
20,15,1
9,13,2
7,16,0
3,20,9
9,12,0
8,16,7
6,10,1
2,49,5
10,37,2
5,46,1
5,6,0
6,9,2
6,22,2
7,7,0
13,2,0
23,0,3
23,60,2
12,27,4
1,14,3
18,34,1
6,55,0
26,18,0
3,25,0
4,67,1
13,13,0
6,6,4
28,34,2
19,39,0
4,21,0
1,68,0
2,24,2
6,5,2
6,19,0
0,22,1
14,9,2
14,7,2
10,40,0
4,10,1
12,6,0
3,4,0
2,6,0
11,9,2
31,80,1
5,21,3
41,11,1
5,9,4
10,18,2
8,5,0
2,29,1
6,18,0
43,5,3
10,42,1
37,1,4
0,26,0
26,11,2
8,16,2
3,12,0
3,23,0
30,43,1
1,12,5
13,13,3
5,32,4
16,33,0
12,11,0
9,22,2
41,17,2
11,9,0
5,4,0
6,8,2
5,30,0
1,65,0
30,13,5
11,7,2
8,55,0
5,46,0
12,58,9
6,22,2
0,13,0
3,69,1
4,19,0
1,5,0
9,26,0
3,17,2
0,8,0
9,30,4
25,7,2
5,14,0
15,55,0
2,11,3
14,5,2
11,9,0
5,6,1
26,29,0
0,6,1
27,61,0
6,19,1
3,30,4
2,9,0
0,8,0
12,25,0
25,34,2
2,9,4
5,49,3
9,10,0
4,92,3
0,9,2
25,22,2
8,12,0
19,9,0
10,5,2
8,30,0
5,31,6
1,25,0
0,31,1
0,9,0
30,46,3
3,64,1
12,24,1
2,29,0
21,34,2
11,15,0
8,16,0
16,56,1
5,41,1
7,23,0
14,33,2
3,6,0
19,10,0
4,9,1
17,47,3
10,4,1
39,18,2
2,13,2
6,14,0
5,60,0
3,11,0
1,37,2
6,7,3
1,12,2
8,63,1
13,12,0
2,16,0
3,5,2
24,5,0
7,21,3
9,7,2
9,25,0
11,31,1
24,5,2
4,38,4
6,5,1
26,32,2
16,9,0
5,61,0
35,6,3
8,25,2
36,65,3
18,15,0
9,3,5
14,17,4
6,12,6
2,23,3
2,33,0
19,31,0
48,33,2
20,17,2
17,5,5
3,19,2
16,45,3
13,20,0
16,13,0
11,41,2
2,4,1
12,2,2
3,12,3
4,10,4
2,10,3
8,10,2
17,11,1
5,26,1
3,6,0
6,36,0
25,5,3
11,10,2
12,8,0
9,20,0
12,1,0
2,35,2
3,26,2
5,31,0
7,33,0
23,19,0
6,5,6
32,17,1
4,39,1
6,52,3
7,18,4
2,4,2
9,21,2
7,33,0
20,17,2
5,10,3
0,4,1
2,53,0
20,25,0
14,14,0
3,58,2
10,10,3
10,26,1
2,58,1
15,15,0
10,8,0
3,42,2
19,21,1
8,45,1
15,21,0
4,3,0
9,33,0
11,56,1
6,14,4
4,21,0
28,16,0
7,7,4
1,19,2
4,14,2
17,43,4
11,7,2
8,2,0
2,26,1
4,11,2
1,4,0
10,16,0
9,77,3
26,68,0
11,15,7
28,16,0
3,74,0
6,6,3
14,41,0
9,20,1
12,7,1
0,8,0
5,12,2
1,62,0
1,28,4
3,15,0
3,8,0
8,32,2
5,62,2
10,7,0
2,68,0
0,18,0
33,17,0
1,6,2
6,20,0
21,5,1
12,43,2
2,11,4
28,34,1
2,25,3
7,14,5
5,35,3
2,18,0
12,12,4
10,26,4
8,8,2
23,23,1
4,22,3
13,15,1
23,28,2
18,7,1
6,23,1
18,34,0
13,57,0
17,52,1
3,46,2
0,47,7
3,1,0
15,9,0
0,26,2
18,8,0
6,42,4
14,5,0
16,6,2
14,30,1
6,65,4
11,43,2
3,6,0
6,7,0
4,4,0
4,6,1
8,11,4
2,62,0
7,22,2
10,10,0
9,11,0
3,6,5
3,9,3
21,13,2
20,15,1
7,16,2
2,11,2
13,6,2
2,6,0
33,36,1
3,17,3
15,5,0
9,19,5
0,6,2
5,14,0
5,22,1
9,43,2
24,10,6
18,15,0
4,4,0
5,28,0
4,12,2
14,26,2
13,6,1
13,16,3
0,22,0
1,6,0
27,13,4
15,43,0
20,21,0
34,22,1
4,24,5
4,56,4
41,7,1
5,17,2
6,9,2
4,7,1
14,21,4
20,48,0
19,32,2
5,6,0
11,16,0
3,26,2
2,19,2
24,15,3
11,9,4
9,21,0
5,18,2
14,46,4
5,8,3
1,43,1
8,21,3
15,3,4
25,6,1
6,11,2
15,8,4
22,46,2
12,2,6
14,18,0
7,11,0
5,42,3
24,29,0
2,5,1
4,6,1
19,3,1
31,7,1
10,120,1
7,22,2
17,13,0
15,23,2
2,34,0
31,24,0
35,65,2
2,16,1
2,6,1
4,32,2
2,13,0
5,28,0
18,26,0
3,2,1
3,23,2
21,26,0
6,18,0
2,7,3
7,21,1
12,34,2
12,30,0
12,5,1
4,26,1
5,16,2
2,20,0
7,3,1
12,10,2
7,30,0
4,5,3
4,17,2
21,17,0
5,24,0
27,7,1
4,4,0
30,9,1
12,52,4
31,6,0
15,44,2
12,4,1
9,4,2
17,9,2
14,43,2
3,16,0
1,27,0
5,25,0
9,13,3
34,16,0
16,4,0
34,26,0
2,2,0
14,47,0
3,11,2
10,18,0
7,17,0
12,7,0
11,21,5
21,22,0
19,27,0
17,16,0
3,21,4
60,7,2
7,5,0
4,14,2
1,20,3
10,8,2
25,42,0
42,9,0
18,19,4
17,35,0
18,22,2
8,24,1
